Zeitstempel;Maschinen_ID;Status;Temperatur;produzierte_Stueckzahl;Fehlteile
2026-03-14 12:00:00;M-004;Produktion;250.1;59;1
2026-03-14 12:00:00;M-005;Produktion;223.4;55;1
2026-03-14 13:00:00;M-001;Produktion;218.2;49;1
2026-03-14 13:00:00;M-002;Wartung;34.4;0;0
2026-03-14 13:00:00;M-003;Produktion;213.6;39;0
2026-03-14 13:00:00;M-004;Produktion;251.8;63;1
2026-03-14 13:00:00;M-005;Produktion;219.9;50;2
2026-03-14 14:00:00;M-001;Produktion;222.7;41;1
2026-03-14 14:00:00;M-002;Wartung;40.6;0;0
2026-03-14 14:00:00;M-003;Produktion;207.3;38;1
2026-03-14 14:00:00;M-004;Produktion;247.1;54;3
2026-03-14 14:00:00;M-005;Produktion;225.2;54;3
2026-03-14 15:00:00;M-001;Produktion;219.1;41;0
2026-03-14 15:00:00;M-002;Produktion;232.2;56;0
2026-03-14 15:00:00;M-003;Produktion;211.3;37;0
2026-03-14 15:00:00;M-004;Produktion;248.2;57;3
2026-03-14 15:00:00;M-005;Produktion;225.1;55;1
2026-03-14 16:00:00;M-001;Produktion;217.5;41;1
2026-03-14 16:00:00;M-002;Produktion;234.5;55;3
2026-03-14 16:00:00;M-003;Produktion;211.4;39;0
2026-03-14 16:00:00;M-004;Produktion;253.4;60;3
2026-03-14 16:00:00;M-005;Produktion;219.9;43;0
2026-03-14 17:00:00;M-001;Produktion;214.2;42;2
2026-03-14 17:00:00;M-002;Produktion;226.4;58;2
2026-03-14 17:00:00;M-003;Produktion;206.5;42;0
2026-03-14 17:00:00;M-004;Produktion;243.2;63;4
2026-03-14 17:00:00;M-005;Produktion;219.5;54;0
2026-03-14 18:00:00;M-001;Produktion;212.3;43;1
2026-03-14 18:00:00;M-002;Produktion;228.8;62;0
2026-03-14 18:00:00;M-003;Produktion;203.3;34;0
2026-03-14 18:00:00;M-004;Produktion;246.5;56;3
2026-03-14 18:00:00;M-005;Produktion;218.7;44;3
2026-03-14 19:00:00;M-001;Produktion;211.6;40;0
2026-03-14 19:00:00;M-002;Produktion;228.1;61;0
2026-03-14 19:00:00;M-003;Produktion;207.6;31;1
2026-03-14 19:00:00;M-004;Produktion;244.8;57;4
2026-03-14 19:00:00;M-005;Produktion;214.2;46;1
2026-03-14 20:00:00;M-001;Produktion;213.0;42;1
2026-03-14 20:00:00;M-002;Produktion;228.7;49;1
2026-03-14 20:00:00;M-003;Produktion;206.3;40;1
2026-03-14 20:00:00;M-004;Produktion;244.7;65;1
2026-03-14 20:00:00;M-005;Produktion;219.1;55;1
2026-03-14 21:00:00;M-001;Produktion;213.0;41;0
2026-03-14 21:00:00;M-002;Produktion;233.0;46;0
2026-03-14 21:00:00;M-003;Produktion;203.5;37;0
2026-03-14 21:00:00;M-004;Produktion;245.5;62;1
2026-03-14 21:00:00;M-005;Produktion;216.8;45;1
2026-03-14 22:00:00;M-001;Produktion;216.4;43;0
2026-03-14 22:00:00;M-002;Produktion;230.6;50;4
2026-03-14 22:00:00;M-003;Produktion;207.0;36;0
2026-03-14 22:00:00;M-004;Produktion;248.2;66;4
2026-03-14 22:00:00;M-005;Produktion;222.6;44;0
2026-03-14 23:00:00;M-001;Produktion;215.8;37;1
2026-03-14 23:00:00;M-002;Produktion;229.9;56;2
2026-03-14 23:00:00;M-003;Produktion;208.5;37;0
2026-03-14 23:00:00;M-004;Produktion;245.4;55;1
2026-03-14 23:00:00;M-005;Produktion;219.1;48;0
2026-03-15 00:00:00;M-001;Stillstand;124.6;0;0
2026-03-15 00:00:00;M-002;Produktion;233.0;49;0
2026-03-15 00:00:00;M-003;Stillstand;120.7;0;0
2026-03-15 00:00:00;M-004;Stillstand;134.3;0;0
2026-03-15 00:00:00;M-005;Produktion;218.0;51;0
2026-03-15 01:00:00;M-001;Stillstand;109.3;0;0
2026-03-15 01:00:00;M-002;Produktion;235.1;56;1
2026-03-15 01:00:00;M-003;Stillstand;104.4;0;0
2026-03-15 01:00:00;M-004;Stillstand;150.0;0;0
2026-03-15 01:00:00;M-005;Produktion;224.3;50;1
2026-03-15 02:00:00;M-001;Stillstand;114.1;0;0
2026-03-15 02:00:00;M-002;Stillstand;108.7;0;0
2026-03-15 02:00:00;M-003;Stillstand;78.6;0;0
2026-03-15 02:00:00;M-004;Stillstand;164.7;0;0
2026-03-15 02:00:00;M-005;Produktion;213.7;47;0
2026-03-15 03:00:00;M-001;Stillstand;128.0;0;0
2026-03-15 03:00:00;M-002;Stillstand;111.8;0;0
2026-03-15 03:00:00;M-003;Stillstand;64.8;0;0
2026-03-15 03:00:00;M-004;Stillstand;104.6;0;0
2026-03-15 03:00:00;M-005;Produktion;220.3;48;1
2026-03-15 04:00:00;M-001;Stillstand;76.6;0;0
2026-03-15 04:00:00;M-002;Stillstand;106.8;0;0
2026-03-15 04:00:00;M-003;Stillstand;68.8;0;0
2026-03-15 04:00:00;M-004;Stillstand;120.8;0;0
2026-03-15 04:00:00;M-005;Produktion;219.9;46;2
2026-03-15 05:00:00;M-001;Produktion;213.4;43;0
2026-03-15 05:00:00;M-002;Stillstand;121.0;0;0
2026-03-15 05:00:00;M-003;Stillstand;102.5;0;0
2026-03-15 05:00:00;M-004;Stillstand;141.9;0;0
2026-03-15 05:00:00;M-005;Stillstand;96.7;0;0
2026-03-15 06:00:00;M-001;Produktion;212.8;44;0
2026-03-15 06:00:00;M-002;Stillstand;104.5;0;0
2026-03-15 06:00:00;M-003;Stillstand;71.8;0;0
2026-03-15 06:00:00;M-004;Stillstand;163.7;0;0
2026-03-15 06:00:00;M-005;Stillstand;122.2;0;0
2026-03-15 07:00:00;M-001;Produktion;215.4;40;0
2026-03-15 07:00:00;M-002;Stillstand;129.2;0;0
2026-03-15 07:00:00;M-003;Stillstand;68.3;0;0
2026-03-15 07:00:00;M-004;Stillstand;127.7;0;0
2026-03-15 07:00:00;M-005;Stillstand;132.1;0;0
2026-03-15 08:00:00;M-001;Stillstand;120.3;0;0
2026-03-15 08:00:00;M-002;Stillstand;123.7;0;0
2026-03-15 08:00:00;M-003;Stillstand;85.1;0;0
2026-03-15 08:00:00;M-004;Stillstand;105.2;0;0
2026-03-15 08:00:00;M-005;Stillstand;100.3;0;0
2026-03-15 09:00:00;M-001;Stillstand;125.9;0;0
2026-03-15 09:00:00;M-002;Stillstand;100.4;0;0
2026-03-15 09:00:00;M-003;Stillstand;81.4;0;0
2026-03-15 09:00:00;M-004;Stillstand;121.5;0;0
2026-03-15 09:00:00;M-005;Stillstand;97.7;0;0
2026-03-15 10:00:00;M-001;Stillstand;96.1;0;0
2026-03-15 10:00:00;M-002;Stillstand;150.5;0;0
2026-03-15 10:00:00;M-003;Stillstand;87.3;0;0
2026-03-15 10:00:00;M-004;Stillstand;154.3;0;0
2026-03-15 10:00:00;M-005;Stillstand;79.4;0;0
2026-03-15 11:00:00;M-001;Stillstand;97.2;0;0
2026-03-15 11:00:00;M-002;Stillstand;137.8;0;0
2026-03-15 11:00:00;M-003;Stillstand;103.6;0;0
2026-03-15 11:00:00;M-004;Stillstand;149.5;0;0
2026-03-15 11:00:00;M-005;Stillstand;86.1;0;0
2026-03-15 12:00:00;M-001;Stillstand;94.2;0;0
2026-03-15 12:00:00;M-002;Stillstand;110.3;0;0
2026-03-15 12:00:00;M-003;Stillstand;73.1;0;0
2026-03-15 12:00:00;M-004;Stillstand;136.1;0;0
2026-03-15 12:00:00;M-005;Stillstand;93.3;0;0
2026-03-15 13:00:00;M-001;Stillstand;118.2;0;0
2026-03-15 13:00:00;M-002;Produktion;235.4;50;1
2026-03-15 13:00:00;M-003;Stillstand;98.5;0;0
2026-03-15 13:00:00;M-004;Stillstand;158.5;0;0
2026-03-15 13:00:00;M-005;Stillstand;130.1;0;0
2026-03-15 14:00:00;M-001;Stillstand;106.4;0;0
2026-03-15 14:00:00;M-002;Produktion;234.3;56;0
2026-03-15 14:00:00;M-003;Stillstand;74.3;0;0
2026-03-15 14:00:00;M-004;Stillstand;123.2;0;0
2026-03-15 14:00:00;M-005;Stillstand;122.6;0;0
2026-03-15 15:00:00;M-001;Stillstand;84.9;0;0
2026-03-15 15:00:00;M-002;Produktion;229.2;49;1
2026-03-15 15:00:00;M-003;Stillstand;69.9;0;0
2026-03-15 15:00:00;M-004;Stillstand;144.7;0;0
2026-03-15 15:00:00;M-005;Stillstand;127.9;0;0
2026-03-15 16:00:00;M-001;Stillstand;105.8;0;0
2026-03-15 16:00:00;M-002;Stillstand;133.1;0;0
2026-03-15 16:00:00;M-003;Stillstand;108.4;0;0
2026-03-15 16:00:00;M-004;Stillstand;114.2;0;0
2026-03-15 16:00:00;M-005;Produktion;222.3;46;0
2026-03-15 17:00:00;M-001;Stillstand;111.9;0;0
2026-03-15 17:00:00;M-002;Stillstand;101.2;0;0
2026-03-15 17:00:00;M-003;Stillstand;78.0;0;0
2026-03-15 17:00:00;M-004;Stillstand;118.2;0;0
2026-03-15 17:00:00;M-005;Stillstand;128.1;0;0
2026-03-15 18:00:00;M-001;Stillstand;133.8;0;0
2026-03-15 18:00:00;M-002;Stillstand;117.3;0;0
2026-03-15 18:00:00;M-003;Stillstand;106.7;0;0
2026-03-15 18:00:00;M-004;Stillstand;107.5;0;0
2026-03-15 18:00:00;M-005;Stillstand;104.2;0;0
2026-03-15 19:00:00;M-001;Stillstand;105.4;0;0
2026-03-15 19:00:00;M-002;Stillstand;114.1;0;0
2026-03-15 19:00:00;M-003;Stillstand;129.5;0;0
2026-03-15 19:00:00;M-004;Stillstand;118.0;0;0
2026-03-15 19:00:00;M-005;Stillstand;86.8;0;0
2026-03-15 20:00:00;M-001;Produktion;212.0;43;0
2026-03-15 20:00:00;M-002;Stillstand;105.5;0;0
2026-03-15 20:00:00;M-003;Stillstand;76.3;0;0
2026-03-15 20:00:00;M-004;Stillstand;134.8;0;0
2026-03-15 20:00:00;M-005;Stillstand;94.2;0;0
2026-03-15 21:00:00;M-001;Produktion;211.6;44;0
2026-03-15 21:00:00;M-002;Stillstand;132.7;0;0
2026-03-15 21:00:00;M-003;Stillstand;81.3;0;0
2026-03-15 21:00:00;M-004;Stillstand;136.4;0;0
2026-03-15 21:00:00;M-005;Stillstand;122.5;0;0
2026-03-15 22:00:00;M-001;Produktion;211.4;41;1
2026-03-15 22:00:00;M-002;Stillstand;120.8;0;0
2026-03-15 22:00:00;M-003;Stillstand;81.1;0;0
2026-03-15 22:00:00;M-004;Stillstand;107.3;0;0
2026-03-15 22:00:00;M-005;Stillstand;120.8;0;0
2026-03-15 23:00:00;M-001;Stillstand;122.5;0;0
2026-03-15 23:00:00;M-002;Stillstand;144.4;0;0
2026-03-15 23:00:00;M-003;Produktion;202.4;36;0
2026-03-15 23:00:00;M-004;Stillstand;155.8;0;0
2026-03-15 23:00:00;M-005;Stillstand;130.3;0;0
2026-03-16 00:00:00;M-001;Stillstand;80.3;0;0
2026-03-16 00:00:00;M-002;Stillstand;99.1;0;0
2026-03-16 00:00:00;M-003;Produktion;205.7;31;0
2026-03-16 00:00:00;M-004;Stillstand;166.8;0;0
2026-03-16 00:00:00;M-005;Stillstand;116.5;0;0
2026-03-16 01:00:00;M-001;Stillstand;101.9;0;0
2026-03-16 01:00:00;M-002;Stillstand;116.7;0;0
2026-03-16 01:00:00;M-003;Produktion;203.0;35;0
2026-03-16 01:00:00;M-004;Stillstand;136.8;0;0
2026-03-16 01:00:00;M-005;Stillstand;136.8;0;0
2026-03-16 02:00:00;M-001;Stillstand;127.7;0;0
2026-03-16 02:00:00;M-002;Stillstand;87.4;0;0
2026-03-16 02:00:00;M-003;Produktion;206.3;33;2
2026-03-16 02:00:00;M-004;Stillstand;158.2;0;0
2026-03-16 02:00:00;M-005;Stillstand;87.9;0;0
2026-03-16 03:00:00;M-001;Stillstand;134.6;0;0
2026-03-16 03:00:00;M-002;Stillstand;123.9;0;0
2026-03-16 03:00:00;M-003;Produktion;204.2;37;0
2026-03-16 03:00:00;M-004;Stillstand;132.6;0;0
2026-03-16 03:00:00;M-005;Stillstand;133.6;0;0
2026-03-16 04:00:00;M-001;Stillstand;110.7;0;0
2026-03-16 04:00:00;M-002;Stillstand;90.6;0;0
2026-03-16 04:00:00;M-003;Produktion;208.3;38;1
2026-03-16 04:00:00;M-004;Stillstand;162.2;0;0
2026-03-16 04:00:00;M-005;Stillstand;128.5;0;0
2026-03-16 05:00:00;M-001;Produktion;212.3;41;1
2026-03-16 05:00:00;M-002;Stillstand;136.7;0;0
2026-03-16 05:00:00;M-003;Produktion;204.7;37;0
2026-03-16 05:00:00;M-004;Stillstand;133.5;0;0
2026-03-16 05:00:00;M-005;Produktion;217.0;49;1
2026-03-16 06:00:00;M-001;Produktion;214.7;44;0
2026-03-16 06:00:00;M-002;Stillstand;120.8;0;0
2026-03-16 06:00:00;M-003;Produktion;203.6;39;1
2026-03-16 06:00:00;M-004;Stillstand;154.9;0;0
2026-03-16 06:00:00;M-005;Produktion;218.7;41;1
2026-03-16 07:00:00;M-001;Produktion;215.5;46;0
2026-03-16 07:00:00;M-002;Stillstand;93.0;0;0
2026-03-16 07:00:00;M-003;Produktion;204.0;40;1
2026-03-16 07:00:00;M-004;Stillstand;143.0;0;0
2026-03-16 07:00:00;M-005;Produktion;221.8;45;0
2026-03-16 08:00:00;M-001;Produktion;216.6;35;0
2026-03-16 08:00:00;M-002;Stillstand;107.2;0;0
2026-03-16 08:00:00;M-003;Produktion;204.0;40;1
2026-03-16 08:00:00;M-004;Stillstand;111.5;0;0
2026-03-16 08:00:00;M-005;Produktion;221.4;42;0
2026-03-16 09:00:00;M-001;Produktion;213.6;42;0
2026-03-16 09:00:00;M-002;Stillstand;111.8;0;0
2026-03-16 09:00:00;M-003;Produktion;203.9;39;0
2026-03-16 09:00:00;M-004;Stillstand;117.4;0;0
2026-03-16 09:00:00;M-005;Produktion;214.9;44;0
2026-03-16 10:00:00;M-001;Produktion;217.6;45;0
2026-03-16 10:00:00;M-002;Stillstand;113.4;0;0
2026-03-16 10:00:00;M-003;Produktion;208.9;35;0
2026-03-16 10:00:00;M-004;Stillstand;147.3;0;0
2026-03-16 10:00:00;M-005;Produktion;223.2;41;1
2026-03-16 11:00:00;M-001;Produktion;219.0;41;0
2026-03-16 11:00:00;M-002;Produktion;227.7;51;1
2026-03-16 11:00:00;M-003;Produktion;209.8;41;0
2026-03-16 11:00:00;M-004;Stillstand;103.7;0;0
2026-03-16 11:00:00;M-005;Produktion;221.8;37;1
2026-03-16 12:00:00;M-001;Produktion;213.8;37;0
2026-03-16 12:00:00;M-002;Produktion;231.0;57;4
2026-03-16 12:00:00;M-003;Produktion;210.0;39;1
2026-03-16 12:00:00;M-004;Stillstand;108.3;0;0
2026-03-16 12:00:00;M-005;Produktion;220.7;41;1
2026-03-16 13:00:00;M-001;Produktion;211.8;45;0
2026-03-16 13:00:00;M-002;Produktion;231.0;52;1
2026-03-16 13:00:00;M-003;Produktion;208.0;43;0
2026-03-16 13:00:00;M-004;Stillstand;157.5;0;0
2026-03-16 13:00:00;M-005;Produktion;223.3;45;3
2026-03-16 14:00:00;M-001;Produktion;222.9;41;2
2026-03-16 14:00:00;M-002;Produktion;229.3;60;2
2026-03-16 14:00:00;M-003;Produktion;210.1;38;0
2026-03-16 14:00:00;M-004;Stillstand;121.3;0;0
2026-03-16 14:00:00;M-005;Produktion;222.4;49;1
2026-03-16 15:00:00;M-001;Produktion;217.4;48;1
2026-03-16 15:00:00;M-002;Produktion;233.7;56;1
2026-03-16 15:00:00;M-003;Produktion;210.0;37;1
2026-03-16 15:00:00;M-004;Stillstand;129.7;0;0
2026-03-16 15:00:00;M-005;Produktion;222.0;49;1
2026-03-16 16:00:00;M-001;Produktion;216.2;38;0
2026-03-16 16:00:00;M-002;Produktion;233.3;55;3
2026-03-16 16:00:00;M-003;Produktion;205.0;39;0
2026-03-16 16:00:00;M-004;Stillstand;127.2;0;0
2026-03-16 16:00:00;M-005;Produktion;222.3;53;0
2026-03-16 17:00:00;M-001;Produktion;216.6;51;2
2026-03-16 17:00:00;M-002;Produktion;233.4;44;1
2026-03-16 17:00:00;M-003;Produktion;205.5;37;0
2026-03-16 17:00:00;M-004;Stillstand;167.4;0;0
2026-03-16 17:00:00;M-005;Produktion;221.5;48;0
2026-03-16 18:00:00;M-001;Produktion;218.1;42;0
2026-03-16 18:00:00;M-002;Produktion;230.5;56;1
2026-03-16 18:00:00;M-003;Produktion;205.7;35;0
2026-03-16 18:00:00;M-004;Stillstand;135.2;0;0
2026-03-16 18:00:00;M-005;Produktion;222.1;48;1
2026-03-16 19:00:00;M-001;Produktion;216.7;43;1
2026-03-16 19:00:00;M-002;Produktion;229.7;51;2
2026-03-16 19:00:00;M-003;Produktion;203.8;35;0
2026-03-16 19:00:00;M-004;Stillstand;134.3;0;0
2026-03-16 19:00:00;M-005;Produktion;225.5;51;2
2026-03-16 20:00:00;M-001;Produktion;218.5;42;1
2026-03-16 20:00:00;M-002;Produktion;231.5;62;1
2026-03-16 20:00:00;M-003;Produktion;203.7;32;0
2026-03-16 20:00:00;M-004;Stillstand;128.3;0;0
2026-03-16 20:00:00;M-005;Produktion;221.4;45;3
2026-03-16 21:00:00;M-001;Produktion;216.4;46;3
2026-03-16 21:00:00;M-002;Produktion;229.2;50;2
2026-03-16 21:00:00;M-003;Produktion;204.9;35;0
2026-03-16 21:00:00;M-004;Stillstand;164.7;0;0
2026-03-16 21:00:00;M-005;Produktion;224.8;48;0
2026-03-16 22:00:00;M-001;Produktion;215.1;48;0
2026-03-16 22:00:00;M-002;Produktion;227.6;50;1
2026-03-16 22:00:00;M-003;Produktion;207.5;36;1
2026-03-16 22:00:00;M-004;Stillstand;164.6;0;0
2026-03-16 22:00:00;M-005;Produktion;220.3;53;1
2026-03-16 23:00:00;M-001;Produktion;217.6;41;1
2026-03-16 23:00:00;M-002;Produktion;228.9;59;4
2026-03-16 23:00:00;M-003;Produktion;201.5;41;1
2026-03-16 23:00:00;M-004;Stillstand;134.0;0;0
2026-03-16 23:00:00;M-005;Produktion;225.5;47;1
2026-03-17 00:00:00;M-001;Produktion;212.8;39;0
2026-03-17 00:00:00;M-002;Produktion;231.3;56;4
2026-03-17 00:00:00;M-003;Produktion;205.3;35;0
2026-03-17 00:00:00;M-004;Stillstand;117.1;0;0
2026-03-17 00:00:00;M-005;Produktion;219.8;47;1
2026-03-17 01:00:00;M-001;Produktion;218.0;39;1
2026-03-17 01:00:00;M-002;Produktion;232.4;55;2
2026-03-17 01:00:00;M-003;Produktion;204.2;37;1
2026-03-17 01:00:00;M-004;Produktion;244.9;66;3
2026-03-17 01:00:00;M-005;Produktion;221.7;47;1
2026-03-17 02:00:00;M-001;Produktion;211.7;44;0
2026-03-17 02:00:00;M-002;Produktion;230.2;53;1
2026-03-17 02:00:00;M-003;Produktion;206.0;35;0
2026-03-17 02:00:00;M-004;Produktion;247.7;60;1
2026-03-17 02:00:00;M-005;Produktion;215.0;48;2
2026-03-17 03:00:00;M-001;Produktion;216.6;39;1
2026-03-17 03:00:00;M-002;Produktion;229.6;54;2
2026-03-17 03:00:00;M-003;Produktion;204.4;39;1
2026-03-17 03:00:00;M-004;Produktion;247.0;57;2
2026-03-17 03:00:00;M-005;Produktion;223.9;53;0
2026-03-17 04:00:00;M-001;Produktion;215.5;38;0
2026-03-17 04:00:00;M-002;Produktion;229.9;63;0
2026-03-17 04:00:00;M-003;Produktion;206.6;37;0
2026-03-17 04:00:00;M-004;Produktion;241.7;68;3
2026-03-17 04:00:00;M-005;Produktion;221.8;52;1
2026-03-17 05:00:00;M-001;Produktion;216.6;44;0
2026-03-17 05:00:00;M-002;Produktion;227.8;61;0
2026-03-17 05:00:00;M-003;Produktion;208.6;38;2
2026-03-17 05:00:00;M-004;Produktion;245.7;56;3
2026-03-17 05:00:00;M-005;Produktion;220.4;50;0
2026-03-17 06:00:00;M-001;Produktion;212.4;42;1
2026-03-17 06:00:00;M-002;Produktion;229.0;52;1
2026-03-17 06:00:00;M-003;Produktion;203.1;38;0
2026-03-17 06:00:00;M-004;Produktion;246.6;61;0
2026-03-17 06:00:00;M-005;Produktion;217.6;39;1
2026-03-17 07:00:00;M-001;Produktion;214.1;43;1
2026-03-17 07:00:00;M-002;Stillstand;127.8;0;0
2026-03-17 07:00:00;M-003;Produktion;210.3;36;0
2026-03-17 07:00:00;M-004;Produktion;248.6;58;2
2026-03-17 07:00:00;M-005;Produktion;223.0;52;0
2026-03-17 08:00:00;M-001;Produktion;215.6;37;2
2026-03-17 08:00:00;M-002;Stillstand;124.1;0;0
2026-03-17 08:00:00;M-003;Produktion;204.7;38;0
2026-03-17 08:00:00;M-004;Produktion;246.0;64;1
2026-03-17 08:00:00;M-005;Produktion;224.1;47;0
2026-03-17 09:00:00;M-001;Produktion;212.6;42;2
2026-03-17 09:00:00;M-002;Stillstand;147.6;0;0
2026-03-17 09:00:00;M-003;Produktion;207.6;35;0
2026-03-17 09:00:00;M-004;Produktion;241.5;62;2
2026-03-17 09:00:00;M-005;Produktion;221.3;45;1
2026-03-17 10:00:00;M-001;Produktion;215.4;39;2
2026-03-17 10:00:00;M-002;Stillstand;130.9;0;0
2026-03-17 10:00:00;M-003;Produktion;209.3;35;0
2026-03-17 10:00:00;M-004;Produktion;249.4;54;3
2026-03-17 10:00:00;M-005;Produktion;223.8;46;0
2026-03-17 11:00:00;M-001;Produktion;217.7;45;1
2026-03-17 11:00:00;M-002;Produktion;236.3;66;2
2026-03-17 11:00:00;M-003;Produktion;204.1;40;1
2026-03-17 11:00:00;M-004;Produktion;244.5;54;4
2026-03-17 11:00:00;M-005;Produktion;225.3;48;2
2026-03-17 12:00:00;M-001;Produktion;214.8;40;0
2026-03-17 12:00:00;M-002;Produktion;235.1;50;3
2026-03-17 12:00:00;M-003;Produktion;209.7;33;0
2026-03-17 12:00:00;M-004;Produktion;249.6;62;1
2026-03-17 12:00:00;M-005;Produktion;223.6;48;0
2026-03-17 13:00:00;M-001;Produktion;217.5;38;0
2026-03-17 13:00:00;M-002;Produktion;235.5;59;2
2026-03-17 13:00:00;M-003;Produktion;209.4;44;2
2026-03-17 13:00:00;M-004;Produktion;251.8;56;1
2026-03-17 13:00:00;M-005;Produktion;221.6;47;1
2026-03-17 14:00:00;M-001;Produktion;216.9;39;0
2026-03-17 14:00:00;M-002;Produktion;232.2;45;2
2026-03-17 14:00:00;M-003;Produktion;203.2;38;0
2026-03-17 14:00:00;M-004;Produktion;245.0;59;1
2026-03-17 14:00:00;M-005;Produktion;226.4;46;1
2026-03-17 15:00:00;M-001;Produktion;215.7;35;0
2026-03-17 15:00:00;M-002;Produktion;232.2;63;1
2026-03-17 15:00:00;M-003;Produktion;206.3;37;0
2026-03-17 15:00:00;M-004;Produktion;245.7;70;3
2026-03-17 15:00:00;M-005;Produktion;223.1;49;1
2026-03-17 16:00:00;M-001;Produktion;221.8;41;1
2026-03-17 16:00:00;M-002;Produktion;234.0;56;0
2026-03-17 16:00:00;M-003;Produktion;202.2;38;0
2026-03-17 16:00:00;M-004;Produktion;246.8;57;1
2026-03-17 16:00:00;M-005;Produktion;219.0;44;2
2026-03-17 17:00:00;M-001;Produktion;215.7;44;1
2026-03-17 17:00:00;M-002;Produktion;227.6;48;0
2026-03-17 17:00:00;M-003;Produktion;207.2;36;0
2026-03-17 17:00:00;M-004;Produktion;250.5;64;0
2026-03-17 17:00:00;M-005;Produktion;218.7;48;1
2026-03-17 18:00:00;M-001;Produktion;211.6;38;1
2026-03-17 18:00:00;M-002;Produktion;227.4;54;2
2026-03-17 18:00:00;M-003;Produktion;204.1;41;0
2026-03-17 18:00:00;M-004;Produktion;245.8;61;0
2026-03-17 18:00:00;M-005;Produktion;215.7;47;1
2026-03-17 19:00:00;M-001;Produktion;216.7;43;1
2026-03-17 19:00:00;M-002;Produktion;232.8;51;1
2026-03-17 19:00:00;M-003;Produktion;204.8;39;0
